8.121050909161567688e+00,1.039983303594319075e+01,1.000000000000000000e+00,8.000000000000000000e+00
8.739890873432159424e+00,1.079388032431591427e+01,7.000000000000000000e+00,0.000000000000000000e+00
8.891182936728000641e+00,1.195749274884663471e+01,9.000000000000000000e+00,0.000000000000000000e+00
1.043328310176730156e+01,1.158120171642580587e+01,8.000000000000000000e+00,0.000000000000000000e+00
1.055519037880003452e+01,1.134480423575962149e+01,2.000000000000000000e+00,0.000000000000000000e+00
7.549649640917778015e+00,1.053265421695838988e+01,6.000000000000000000e+00,0.000000000000000000e+00
7.235456258058547974e+00,8.996351494342523125e+00,6.000000000000000000e+00,1.100000000000000000e+01
6.295855820178985596e+00,9.973754437431090025e+00,8.000000000000000000e+00,0.000000000000000000e+00
7.737492263317108154e+00,8.759685784675649955e+00,1.200000000000000000e+01,1.600000000000000000e+01
8.372470051050186157e+00,9.735918913161881960e+00,8.000000000000000000e+00,1.700000000000000000e+01
3.402369664098870317e+00,4.089079751723394551e+00,3.000000000000000000e+00,1.700000000000000000e+01
4.660729366351341163e+00,5.915922748552842947e+00,2.000000000000000000e+00,1.100000000000000000e+01
4.077965431232045468e+00,5.398335856123064325e+00,3.000000000000000000e+00,0.000000000000000000e+00
5.174233356923338079e+00,6.450019873045498287e+00,5.000000000000000000e+00,0.000000000000000000e+00
4.904855977909129194e+00,5.932546947993592390e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.368042920299761711e+00,5.496260275160162578e+00,6.000000000000000000e+00,1.700000000000000000e+01
4.648424697719331533e+00,5.592410165772812469e+00,1.000000000000000000e+00,1.100000000000000000e+01
4.151128111554274192e+00,5.442537129436993304e+00,3.000000000000000000e+00,5.000000000000000000e+00
3.427847245869581450e+00,4.393925082893616718e+00,2.000000000000000000e+00,1.300000000000000000e+01
6.052629813847583584e+00,6.932228314894121723e+00,4.000000000000000000e+00,0.000000000000000000e+00
3.517037456809767981e+00,4.850648591716648639e+00,5.000000000000000000e+00,0.000000000000000000e+00
4.407066163738577735e+00,4.678474095475580796e+00,5.000000000000000000e+00,1.900000000000000000e+01
3.510555539392211877e+00,4.087498245201770963e+00,2.000000000000000000e+00,1.900000000000000000e+01
3.719744033614298395e+00,4.517962595907415668e+00,1.000000000000000000e+00,8.000000000000000000e+00
3.370606356103753143e+00,4.920675645592941905e+00,1.000000000000000000e+00,2.000000000000000000e+00
4.753902847290199851e+00,5.900830087019054204e+00,3.000000000000000000e+00,0.000000000000000000e+00
5.601216911828127643e+00,6.305960505684980788e+00,4.000000000000000000e+00,1.200000000000000000e+01
5.688311358175180743e+00,6.674334118609086097e+00,2.000000000000000000e+00,1.000000000000000000e+01
5.358322497418363639e+00,6.980765272258177667e+00,7.000000000000000000e+00,0.000000000000000000e+00
4.883462972962754556e+00,6.431861577543294572e+00,2.000000000000000000e+00,0.000000000000000000e+00
4.745622459429189810e+00,5.857541252096762463e+00,2.000000000000000000e+00,0.000000000000000000e+00
5.780940924569756945e+00,7.257244519536414806e+00,2.000000000000000000e+00,1.900000000000000000e+01
4.190503574684864674e+00,6.123392384895828933e+00,1.000000000000000000e+00,1.700000000000000000e+01
5.653294561600003654e+00,7.094764429759844226e+00,2.000000000000000000e+00,0.000000000000000000e+00
4.445228539691226111e+00,5.596534283011523669e+00,4.000000000000000000e+00,1.000000000000000000e+01
6.397227994090410874e+00,7.396855218907788299e+00,2.000000000000000000e+00,0.000000000000000000e+00
4.450953066970075866e+00,5.453188979946544279e+00,2.000000000000000000e+00,1.000000000000000000e+01
5.457441830818507533e+00,6.775414859598626549e+00,2.000000000000000000e+00,0.000000000000000000e+00
5.574470389626831945e+00,6.584497817202395353e+00,2.000000000000000000e+00,2.000000000000000000e+01
4.970209977413596825e+00,5.873480592896722641e+00,4.000000000000000000e+00,0.000000000000000000e+00
2.628249102114157409e+00,3.503591071376861432e+00,7.000000000000000000e+00,1.000000000000000000e+01
2.070731163873264169e+00,3.099881451278925670e+00,5.000000000000000000e+00,7.000000000000000000e+00
4.484658490916396900e+00,5.582188899102424884e+00,2.000000000000000000e+00,0.000000000000000000e+00
3.529770864503077199e+00,4.546970923960878430e+00,2.000000000000000000e+00,1.400000000000000000e+01
3.712368672315039753e+00,4.835838004793046707e+00,4.000000000000000000e+00,1.400000000000000000e+01
3.341193321762187196e+00,4.263265975376133277e+00,5.000000000000000000e+00,2.000000000000000000e+00
5.367708676138479795e+00,6.433090439061523114e+00,3.000000000000000000e+00,1.400000000000000000e+01
3.004213651311996358e+00,4.134123618140738365e+00,5.000000000000000000e+00,1.400000000000000000e+01
3.755296439175757506e+00,4.163153675349894556e+00,2.000000000000000000e+00,1.200000000000000000e+01
3.692171207956216783e+00,4.679115598593794445e+00,5.000000000000000000e+00,2.000000000000000000e+01
