5.263361331075429916e+00,7.220613186616427370e+00,5.000000000000000000e+00,9.000000000000000000e+00
5.682463437318801880e+00,8.392220833439413497e+00,4.000000000000000000e+00,0.000000000000000000e+00
5.735175803303718567e+00,7.578973723038229693e+00,3.000000000000000000e+00,0.000000000000000000e+00
6.851013299077749252e+00,9.168184318829272428e+00,7.000000000000000000e+00,0.000000000000000000e+00
7.228174025192856789e+00,7.792088559216941768e+00,3.000000000000000000e+00,3.000000000000000000e+00
4.950827121734619141e+00,7.714430641662000099e+00,4.000000000000000000e+00,0.000000000000000000e+00
5.088305771350860596e+00,7.336188164237731790e+00,7.000000000000000000e+00,4.000000000000000000e+00
4.628961861133575439e+00,7.477124749156601524e+00,7.000000000000000000e+00,1.200000000000000000e+01
5.063091069459915161e+00,6.421558766944830410e+00,3.000000000000000000e+00,9.000000000000000000e+00
5.641548544168472290e+00,7.419893310366097339e+00,2.000000000000000000e+00,0.000000000000000000e+00
5.166765093803405762e+00,6.430908002483772812e+00,7.000000000000000000e+00,5.000000000000000000e+00
7.972693577408790588e+00,9.552458440379840710e+00,9.000000000000000000e+00,1.200000000000000000e+01
6.136585451662540436e+00,7.332087535611101714e+00,3.000000000000000000e+00,3.000000000000000000e+00
4.879957228899002075e+00,6.041666488122000800e+00,6.000000000000000000e+00,1.100000000000000000e+01
6.514345496892929077e+00,7.166493857560539027e+00,1.000000000000000000e+01,2.000000000000000000e+00
2.099446849570156814e+00,3.167895878724898751e+00,6.000000000000000000e+00,0.000000000000000000e+00
3.340536324537675128e+00,4.620444933982182256e+00,6.000000000000000000e+00,8.000000000000000000e+00
2.789076918973616870e+00,4.121207287313360723e+00,2.000000000000000000e+00,0.000000000000000000e+00
3.658672652997432717e+00,4.611132597471627292e+00,2.000000000000000000e+00,6.000000000000000000e+00
3.517784898392177784e+00,4.768796830264852460e+00,5.000000000000000000e+00,0.000000000000000000e+00
2.852292779287988633e+00,3.713659835682738830e+00,5.000000000000000000e+00,5.000000000000000000e+00
3.423182218517975439e+00,4.489217609881801963e+00,2.000000000000000000e+00,1.200000000000000000e+01
2.772585107589579323e+00,3.532940623886563269e+00,1.000000000000000000e+00,1.400000000000000000e+01
2.403903320087153350e+00,3.137267383505764951e+00,7.000000000000000000e+00,1.400000000000000000e+01
4.507381959307489083e+00,6.128810086204591556e+00,7.000000000000000000e+00,0.000000000000000000e+00
2.106172792477229994e+00,3.452838658043384967e+00,3.000000000000000000e+00,0.000000000000000000e+00
3.207305645436054675e+00,3.780089984700622630e+00,3.000000000000000000e+00,0.000000000000000000e+00
2.406217786567493633e+00,3.000165639679998719e+00,4.000000000000000000e+00,0.000000000000000000e+00
2.521775623410567491e+00,2.962562726472348640e+00,6.000000000000000000e+00,9.000000000000000000e+00
2.357614489823232518e+00,3.841581322838416579e+00,7.000000000000000000e+00,1.500000000000000000e+01
3.450291474183516449e+00,4.499728653783237498e+00,4.000000000000000000e+00,0.000000000000000000e+00
3.939860067930525123e+00,5.238860479997723196e+00,2.000000000000000000e+00,0.000000000000000000e+00
4.179620801765583593e+00,5.503010968556519167e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.834932682075232524e+00,4.447917382632541106e+00,5.000000000000000000e+00,1.000000000000000000e+00
3.435158769720719096e+00,5.075494865133310718e+00,3.000000000000000000e+00,0.000000000000000000e+00
2.988585496975247224e+00,4.655398397860126103e+00,5.000000000000000000e+00,0.000000000000000000e+00
4.159806873265499583e+00,5.251402197495888657e+00,3.000000000000000000e+00,1.300000000000000000e+01
2.795425129887168403e+00,4.143252104683969428e+00,7.000000000000000000e+00,3.000000000000000000e+00
3.605644615592729085e+00,5.190671534927885133e+00,3.000000000000000000e+00,0.000000000000000000e+00
3.270145746160936007e+00,5.024962293145537551e+00,2.000000000000000000e+00,0.000000000000000000e+00
4.590380283379952964e+00,5.886551347684113367e+00,3.000000000000000000e+00,0.000000000000000000e+00
2.911344222345128241e+00,3.728495680934613254e+00,3.000000000000000000e+00,1.400000000000000000e+01
3.812671500581989115e+00,5.319808424567149530e+00,4.000000000000000000e+00,0.000000000000000000e+00
3.882197867038700956e+00,5.154852666066581435e+00,2.000000000000000000e+00,0.000000000000000000e+00
3.498611922507483207e+00,4.358796037093076947e+00,1.000000000000000000e+00,8.000000000000000000e+00
3.837374448712885133e+00,5.130006483848797316e+00,9.000000000000000000e+00,0.000000000000000000e+00
2.980981769461893194e+00,3.522075382833413038e+00,1.200000000000000000e+01,0.000000000000000000e+00
2.668854435813280634e+00,3.852087796264083153e+00,8.000000000000000000e+00,0.000000000000000000e+00
3.027408578803673755e+00,4.596512261821535716e+00,4.000000000000000000e+00,0.000000000000000000e+00
2.751941536011705214e+00,4.326841073875595356e+00,7.000000000000000000e+00,0.000000000000000000e+00
